Order ID,Customer ID,Product Name,Product Category,Order Date,Order Amount,Payment Status,Delivery Status,Expected Delivery Date,Refund Status,Warranty Status
ORD-400578,CUST-10073,Quantum Laptop 15,Computing,2024-07-16,1499,Refunded,Delivered,2024-07-22,Completed,Expired
ORD-185894,CUST-10074,Eco Charging Pad,Accessories,2024-05-15,49,Refunded,Delivered,2024-05-19,Completed,No Warranty
ORD-919004,CUST-10075,Eco Charging Pad,Accessories,2025-05-21,49,Processing Refund,Delivered,2025-05-24,Processing,No Warranty
ORD-155555,CUST-10075,Eco Charging Pad,Accessories,2025-06-03,49,Unpaid,Delivered,2025-06-06,None,No Warranty
ORD-453050,CUST-10075,4K HDR Monitor,Display,2025-05-27,599,Paid,Delivered,2025-05-31,None,Expired
ORD-788638,CUST-10076,Noise-Cancelling Bud S,Audio,2024-07-04,129,Refunded,Delivered,2024-07-11,Completed,Expired
ORD-504493,CUST-10077,Pro Headphones X,Audio,2025-11-15,299,Paid,Not Shipped,2025-11-18,None,Active
ORD-355783,CUST-10077,Ultra Smartwatch v2,Wearables,2025-11-05,349,Paid,Cancelled,2025-11-09,None,Active
ORD-576572,CUST-10077,Noise-Cancelling Bud S,Audio,2025-11-19,129,Paid,In Transit,2025-11-24,None,Active
ORD-397886,CUST-10077,Ultra Smartwatch v2,Wearables,2025-11-22,349,Processing Refund,Delivered,2025-11-27,Processing,Active
ORD-375144,CUST-10077,Eco Charging Pad,Accessories,2025-11-05,49,Refunded,Cancelled,2025-11-12,Completed,No Warranty
ORD-325841,CUST-10078,Quantum Laptop 15,Computing,2025-01-28,1499,Paid,Delivered,2025-02-04,None,Expired
ORD-779193,CUST-10078,Quantum Laptop 15,Computing,2025-01-17,1499,Paid,Cancelled,2025-01-24,None,Expired
ORD-338918,CUST-10079,Ultra Smartwatch v2,Wearables,2023-12-18,349,Unpaid,Delivered,2023-12-24,None,Expired
ORD-264151,CUST-10079,Quantum Laptop 15,Computing,2023-12-22,1499,Refunded,Delivered,2023-12-27,Completed,Expired
ORD-854543,CUST-10079,Secure Router Pro,Networking,2023-12-25,199,Unpaid,Delivered,2023-12-30,None,Expired
ORD-914797,CUST-10080,Quantum Laptop 15,Computing,2026-01-31,1499,Paid,Delivered,2026-02-03,None,Active
ORD-391816,CUST-10081,Eco Charging Pad,Accessories,2025-07-10,49,Paid,Delivered,2025-07-13,None,No Warranty
ORD-563584,CUST-10081,Eco Charging Pad,Accessories,2025-07-08,49,Paid,Delivered,2025-07-15,None,No Warranty
ORD-175575,CUST-10081,Noise-Cancelling Bud S,Audio,2025-07-09,129,Paid,Delivered,2025-07-16,None,Active
ORD-388747,CUST-10081,Eco Charging Pad,Accessories,2025-07-13,49,Paid,Delivered,2025-07-16,None,No Warranty
ORD-192984,CUST-10082,Quantum Laptop 15,Computing,2023-12-03,1499,Processing Refund,Delivered,2023-12-08,Processing,Expired
ORD-230225,CUST-10083,Pro Headphones X,Audio,2025-07-10,299,Paid,Cancelled,2025-07-15,None,Active
ORD-530229,CUST-10083,Secure Router Pro,Networking,2025-07-05,199,Unpaid,Delivered,2025-07-12,None,Active
ORD-214122,CUST-10083,4K HDR Monitor,Display,2025-07-12,599,Refunded,Delivered,2025-07-19,Completed,Active
ORD-330041,CUST-10083,Noise-Cancelling Bud S,Audio,2025-07-05,129,Paid,Not Shipped,2025-07-10,None,Active
ORD-462216,CUST-10084,Ultra Smartwatch v2,Wearables,2025-07-29,349,Paid,In Transit,2025-08-05,None,Active
ORD-472880,CUST-10085,4K HDR Monitor,Display,2024-07-29,599,Paid,Delivered,2024-08-03,None,Expired
ORD-270356,CUST-10085,Eco Charging Pad,Accessories,2024-08-07,49,Processing Refund,Delivered,2024-08-12,Processing,No Warranty
ORD-540959,CUST-10086,Eco Charging Pad,Accessories,2023-11-04,49,Paid,Delivered,2023-11-11,None,No Warranty
ORD-245950,CUST-10086,Noise-Cancelling Bud S,Audio,2023-11-01,129,Paid,Cancelled,2023-11-07,None,Expired
ORD-171461,CUST-10086,Secure Router Pro,Networking,2023-11-03,199,Processing Refund,Cancelled,2023-11-09,Processing,Expired
ORD-268907,CUST-10086,Ultra Smartwatch v2,Wearables,2023-10-20,349,Paid,In Transit,2023-10-27,None,Expired
ORD-917857,CUST-10086,Noise-Cancelling Bud S,Audio,2023-10-28,129,Paid,Delivered,2023-11-04,None,Expired
ORD-297368,CUST-10087,Secure Router Pro,Networking,2024-04-28,199,Paid,Delivered,2024-05-03,None,Expired
ORD-683800,CUST-10088,Secure Router Pro,Networking,2024-09-28,199,Paid,Delivered,2024-10-02,None,Expired
ORD-428247,CUST-10088,Eco Charging Pad,Accessories,2024-09-24,49,Paid,Cancelled,2024-09-29,None,No Warranty
ORD-978906,CUST-10088,4K HDR Monitor,Display,2024-09-21,599,Refunded,In Transit,2024-09-26,Completed,Expired
ORD-279846,CUST-10088,Ultra Smartwatch v2,Wearables,2024-10-05,349,Paid,In Transit,2024-10-10,None,Expired
ORD-282972,CUST-10088,Noise-Cancelling Bud S,Audio,2024-09-21,129,Paid,Not Shipped,2024-09-26,None,Expired
ORD-952153,CUST-10089,Quantum Laptop 15,Computing,2024-11-07,1499,Paid,In Transit,2024-11-10,None,Expired
ORD-770176,CUST-10089,Quantum Laptop 15,Computing,2024-11-24,1499,Paid,In Transit,2024-12-01,None,Expired
ORD-913497,CUST-10089,Quantum Laptop 15,Computing,2024-11-12,1499,Paid,Delivered,2024-11-19,None,Expired
ORD-774533,CUST-10089,Eco Charging Pad,Accessories,2024-11-16,49,Paid,Delivered,2024-11-22,None,No Warranty
ORD-169698,CUST-10090,Quantum Laptop 15,Computing,2023-12-19,1499,Paid,Not Shipped,2023-12-26,None,Expired
ORD-187410,CUST-10090,Noise-Cancelling Bud S,Audio,2023-12-06,129,Paid,Cancelled,2023-12-09,None,Expired
ORD-170367,CUST-10090,Noise-Cancelling Bud S,Audio,2023-12-14,129,Processing Refund,Delivered,2023-12-19,Processing,Expired
ORD-846734,CUST-10091,Eco Charging Pad,Accessories,2024-07-21,49,Paid,Not Shipped,2024-07-26,None,No Warranty
ORD-808799,CUST-10091,Pro Headphones X,Audio,2024-07-23,299,Paid,Delivered,2024-07-29,None,Expired
ORD-690246,CUST-10091,4K HDR Monitor,Display,2024-07-21,599,Unpaid,Not Shipped,2024-07-24,None,Expired
ORD-169187,CUST-10091,Secure Router Pro,Networking,2024-07-24,199,Paid,In Transit,2024-07-29,None,Expired
ORD-141255,CUST-10091,Quantum Laptop 15,Computing,2024-07-11,1499,Processing Refund,Delivered,2024-07-15,Processing,Expired
ORD-939516,CUST-10092,Quantum Laptop 15,Computing,2024-07-19,1499,Paid,Cancelled,2024-07-24,None,Expired
ORD-309452,CUST-10092,Secure Router Pro,Networking,2024-07-16,199,Processing Refund,Cancelled,2024-07-22,Processing,Expired
ORD-363548,CUST-10092,Noise-Cancelling Bud S,Audio,2024-07-14,129,Processing Refund,Not Shipped,2024-07-19,Processing,Expired
ORD-772733,CUST-10092,Noise-Cancelling Bud S,Audio,2024-07-23,129,Paid,Delivered,2024-07-30,None,Expired
ORD-103155,CUST-10092,Quantum Laptop 15,Computing,2024-07-19,1499,Unpaid,Delivered,2024-07-22,None,Expired
ORD-942421,CUST-10093,Quantum Laptop 15,Computing,2024-09-25,1499,Unpaid,Delivered,2024-09-29,None,Expired
ORD-375017,CUST-10093,Eco Charging Pad,Accessories,2024-09-28,49,Paid,Delivered,2024-10-05,None,No Warranty
ORD-268358,CUST-10094,Quantum Laptop 15,Computing,2024-12-03,1499,Paid,Not Shipped,2024-12-10,None,Expired
ORD-784833,CUST-10094,Eco Charging Pad,Accessories,2024-12-13,49,Paid,Cancelled,2024-12-16,None,No Warranty
ORD-498601,CUST-10095,Eco Charging Pad,Accessories,2026-05-18,49,Paid,Delivered,2026-05-21,None,No Warranty
ORD-481016,CUST-10095,Ultra Smartwatch v2,Wearables,2026-05-18,349,Paid,Cancelled,2026-05-24,None,Active
ORD-934896,CUST-10095,4K HDR Monitor,Display,2026-05-17,599,Paid,Cancelled,2026-05-21,None,Active
ORD-300514,CUST-10095,Eco Charging Pad,Accessories,2026-05-04,49,Paid,Delivered,2026-05-09,None,No Warranty
ORD-985012,CUST-10095,Pro Headphones X,Audio,2026-05-13,299,Paid,Not Shipped,2026-05-18,None,Active
ORD-954671,CUST-10096,Ultra Smartwatch v2,Wearables,2025-04-29,349,Unpaid,In Transit,2025-05-04,None,Expired
ORD-527523,CUST-10097,Noise-Cancelling Bud S,Audio,2026-01-12,129,Paid,Delivered,2026-01-17,None,Active
ORD-516837,CUST-10098,Quantum Laptop 15,Computing,2024-06-22,1499,Paid,In Transit,2024-06-27,None,Expired
ORD-366048,CUST-10098,Eco Charging Pad,Accessories,2024-06-26,49,Paid,Delivered,2024-07-01,None,No Warranty
ORD-510624,CUST-10098,Noise-Cancelling Bud S,Audio,2024-06-18,129,Paid,Delivered,2024-06-24,None,Expired
ORD-506271,CUST-10099,Pro Headphones X,Audio,2025-07-08,299,Processing Refund,In Transit,2025-07-12,Processing,Active
ORD-436014,CUST-10099,Ultra Smartwatch v2,Wearables,2025-06-20,349,Paid,Delivered,2025-06-25,None,Expired
ORD-154027,CUST-10100,Eco Charging Pad,Accessories,2026-04-15,49,Paid,Delivered,2026-04-18,None,No Warranty
ORD-578929,CUST-10101,Noise-Cancelling Bud S,Audio,2025-12-11,129,Unpaid,Cancelled,2025-12-18,None,Active
ORD-938782,CUST-10101,Eco Charging Pad,Accessories,2025-12-09,49,Unpaid,Not Shipped,2025-12-14,None,No Warranty
ORD-412189,CUST-10102,Ultra Smartwatch v2,Wearables,2026-04-24,349,Paid,Delivered,2026-04-27,None,Active
ORD-677888,CUST-10102,Pro Headphones X,Audio,2026-04-26,299,Paid,Delivered,2026-04-29,None,Active
ORD-521485,CUST-10103,Ultra Smartwatch v2,Wearables,2025-07-07,349,Paid,Delivered,2025-07-10,None,Active
ORD-824281,CUST-10103,Noise-Cancelling Bud S,Audio,2025-07-07,129,Paid,Delivered,2025-07-13,None,Active
ORD-592219,CUST-10104,Noise-Cancelling Bud S,Audio,2025-08-17,129,Refunded,Not Shipped,2025-08-22,Completed,Active
ORD-318266,CUST-10104,Quantum Laptop 15,Computing,2025-09-01,1499,Processing Refund,Cancelled,2025-09-07,Processing,Active
ORD-158691,CUST-10104,Secure Router Pro,Networking,2025-08-28,199,Paid,Not Shipped,2025-09-04,None,Active
ORD-819973,CUST-10105,Secure Router Pro,Networking,2026-06-17,199,Unpaid,Delivered,2026-06-21,None,Active
ORD-268115,CUST-10105,Secure Router Pro,Networking,2026-06-12,199,Paid,In Transit,2026-06-18,None,Active
ORD-266265,CUST-10105,Noise-Cancelling Bud S,Audio,2026-06-06,129,Paid,Delivered,2026-06-12,None,Active
ORD-485218,CUST-10105,Ultra Smartwatch v2,Wearables,2026-06-17,349,Refunded,Not Shipped,2026-06-22,Completed,Active
ORD-728456,CUST-10106,Noise-Cancelling Bud S,Audio,2024-10-13,129,Processing Refund,Not Shipped,2024-10-16,Processing,Expired
ORD-561301,CUST-10106,Ultra Smartwatch v2,Wearables,2024-10-18,349,Paid,Delivered,2024-10-21,None,Expired
ORD-897951,CUST-10106,Noise-Cancelling Bud S,Audio,2024-10-06,129,Paid,Cancelled,2024-10-09,None,Expired
ORD-847339,CUST-10106,4K HDR Monitor,Display,2024-10-08,599,Paid,Not Shipped,2024-10-15,None,Expired
ORD-270889,CUST-10106,Secure Router Pro,Networking,2024-10-06,199,Unpaid,Delivered,2024-10-09,None,Expired
ORD-601979,CUST-10107,Pro Headphones X,Audio,2024-10-01,299,Unpaid,Delivered,2024-10-08,None,Expired
ORD-866883,CUST-10107,Pro Headphones X,Audio,2024-09-29,299,Paid,Delivered,2024-10-04,None,Expired
ORD-279942,CUST-10107,4K HDR Monitor,Display,2024-10-03,599,Paid,Cancelled,2024-10-07,None,Expired
ORD-969200,CUST-10108,Quantum Laptop 15,Computing,2025-08-13,1499,Unpaid,Cancelled,2025-08-17,None,Active
ORD-897402,CUST-10108,Ultra Smartwatch v2,Wearables,2025-08-12,349,Paid,In Transit,2025-08-15,None,Active
ORD-833120,CUST-10108,Noise-Cancelling Bud S,Audio,2025-08-15,129,Paid,In Transit,2025-08-19,None,Active
ORD-264825,CUST-10108,Secure Router Pro,Networking,2025-08-24,199,Refunded,Not Shipped,2025-08-31,Completed,Active
ORD-453349,CUST-10108,Secure Router Pro,Networking,2025-08-27,199,Paid,In Transit,2025-08-31,None,Active
ORD-628314,CUST-10109,Pro Headphones X,Audio,2026-05-02,299,Unpaid,In Transit,2026-05-07,None,Active
ORD-619162,CUST-10110,Ultra Smartwatch v2,Wearables,2024-06-25,349,Paid,Delivered,2024-07-01,None,Expired
ORD-330321,CUST-10110,Noise-Cancelling Bud S,Audio,2024-07-07,129,Processing Refund,In Transit,2024-07-12,Processing,Expired
ORD-971169,CUST-10111,Secure Router Pro,Networking,2025-07-19,199,Refunded,In Transit,2025-07-23,Completed,Active
ORD-735579,CUST-10111,Secure Router Pro,Networking,2025-07-25,199,Paid,Cancelled,2025-07-31,None,Active
ORD-720752,CUST-10111,Secure Router Pro,Networking,2025-07-24,199,Paid,Not Shipped,2025-07-29,None,Active
ORD-148617,CUST-10111,Secure Router Pro,Networking,2025-07-27,199,Processing Refund,Delivered,2025-07-30,Processing,Active
ORD-735320,CUST-10111,Secure Router Pro,Networking,2025-08-06,199,Paid,Delivered,2025-08-10,None,Active
ORD-777989,CUST-10112,4K HDR Monitor,Display,2025-10-18,599,Refunded,In Transit,2025-10-23,Completed,Active
ORD-611994,CUST-10112,Secure Router Pro,Networking,2025-10-22,199,Refunded,Cancelled,2025-10-27,Completed,Active
ORD-246945,CUST-10112,Eco Charging Pad,Accessories,2025-10-14,49,Refunded,Delivered,2025-10-21,Completed,No Warranty
ORD-683104,CUST-10112,Pro Headphones X,Audio,2025-10-26,299,Paid,Delivered,2025-10-31,None,Active
ORD-774191,CUST-10113,Eco Charging Pad,Accessories,2024-10-20,49,Processing Refund,In Transit,2024-10-23,Processing,No Warranty
ORD-858533,CUST-10113,Noise-Cancelling Bud S,Audio,2024-10-25,129,Paid,Cancelled,2024-11-01,None,Expired
ORD-758372,CUST-10114,Secure Router Pro,Networking,2024-03-18,199,Unpaid,Cancelled,2024-03-22,None,Expired
ORD-525499,CUST-10114,Eco Charging Pad,Accessories,2024-04-03,49,Refunded,Delivered,2024-04-06,Completed,No Warranty
ORD-536170,CUST-10115,4K HDR Monitor,Display,2025-03-19,599,Processing Refund,Delivered,2025-03-23,Processing,Expired
ORD-403714,CUST-10115,4K HDR Monitor,Display,2025-03-11,599,Refunded,Delivered,2025-03-17,Completed,Expired
ORD-369421,CUST-10115,Ultra Smartwatch v2,Wearables,2025-03-19,349,Paid,Delivered,2025-03-22,None,Expired
ORD-597865,CUST-10115,Noise-Cancelling Bud S,Audio,2025-03-15,129,Processing Refund,Delivered,2025-03-22,Processing,Expired
ORD-344450,CUST-10115,Quantum Laptop 15,Computing,2025-03-18,1499,Processing Refund,Delivered,2025-03-22,Processing,Expired
ORD-179243,CUST-10116,Eco Charging Pad,Accessories,2025-09-06,49,Paid,Delivered,2025-09-13,None,No Warranty
ORD-248559,CUST-10116,4K HDR Monitor,Display,2025-09-14,599,Refunded,Delivered,2025-09-21,Completed,Active
ORD-348118,CUST-10116,Pro Headphones X,Audio,2025-09-05,299,Paid,In Transit,2025-09-12,None,Active
ORD-103453,CUST-10117,4K HDR Monitor,Display,2024-01-24,599,Unpaid,Not Shipped,2024-01-27,None,Expired
ORD-291312,CUST-10117,4K HDR Monitor,Display,2024-02-05,599,Refunded,Cancelled,2024-02-08,Completed,Expired
ORD-182873,CUST-10117,Secure Router Pro,Networking,2024-01-28,199,Paid,Not Shipped,2024-02-04,None,Expired
ORD-711352,CUST-10117,Noise-Cancelling Bud S,Audio,2024-01-30,129,Processing Refund,In Transit,2024-02-05,Processing,Expired
ORD-643026,CUST-10117,Noise-Cancelling Bud S,Audio,2024-02-05,129,Paid,Delivered,2024-02-08,None,Expired
ORD-686479,CUST-10118,Ultra Smartwatch v2,Wearables,2024-12-07,349,Paid,Delivered,2024-12-10,None,Expired
ORD-747564,CUST-10118,Eco Charging Pad,Accessories,2024-12-07,49,Paid,Delivered,2024-12-14,None,No Warranty
ORD-996097,CUST-10119,Noise-Cancelling Bud S,Audio,2024-11-21,129,Paid,In Transit,2024-11-25,None,Expired
ORD-300237,CUST-10120,Quantum Laptop 15,Computing,2024-08-28,1499,Paid,Cancelled,2024-09-01,None,Expired
ORD-870919,CUST-10120,Pro Headphones X,Audio,2024-08-26,299,Paid,Delivered,2024-09-02,None,Expired
ORD-969254,CUST-10120,4K HDR Monitor,Display,2024-09-11,599,Refunded,Not Shipped,2024-09-17,Completed,Expired
ORD-943108,CUST-10120,Pro Headphones X,Audio,2024-09-04,299,Paid,Delivered,2024-09-08,None,Expired
ORD-784945,CUST-10121,Eco Charging Pad,Accessories,2024-02-16,49,Refunded,Delivered,2024-02-20,Completed,No Warranty
ORD-133829,CUST-10122,Pro Headphones X,Audio,2024-06-12,299,Paid,Delivered,2024-06-17,None,Expired
ORD-667795,CUST-10123,Eco Charging Pad,Accessories,2025-06-04,49,Paid,Not Shipped,2025-06-08,None,No Warranty
ORD-852469,CUST-10123,Pro Headphones X,Audio,2025-06-09,299,Paid,Delivered,2025-06-13,None,Expired
ORD-913599,CUST-10123,4K HDR Monitor,Display,2025-06-04,599,Unpaid,Delivered,2025-06-09,None,Expired
ORD-259620,CUST-10123,Quantum Laptop 15,Computing,2025-05-30,1499,Paid,Delivered,2025-06-06,None,Expired
ORD-745110,CUST-10123,Eco Charging Pad,Accessories,2025-06-11,49,Processing Refund,Delivered,2025-06-14,Processing,No Warranty
ORD-826248,CUST-10124,Noise-Cancelling Bud S,Audio,2024-08-24,129,Paid,In Transit,2024-08-28,None,Expired
ORD-679575,CUST-10124,Noise-Cancelling Bud S,Audio,2024-08-17,129,Paid,Delivered,2024-08-20,None,Expired
ORD-989520,CUST-10125,Quantum Laptop 15,Computing,2024-11-06,1499,Paid,Delivered,2024-11-13,None,Expired
ORD-187973,CUST-10125,Quantum Laptop 15,Computing,2024-10-28,1499,Paid,Delivered,2024-11-01,None,Expired
ORD-901310,CUST-10125,Ultra Smartwatch v2,Wearables,2024-11-06,349,Unpaid,Delivered,2024-11-09,None,Expired
ORD-647261,CUST-10125,Pro Headphones X,Audio,2024-11-04,299,Paid,Delivered,2024-11-10,None,Expired
ORD-185525,CUST-10126,Eco Charging Pad,Accessories,2025-11-25,49,Paid,In Transit,2025-11-29,None,No Warranty
ORD-536985,CUST-10126,4K HDR Monitor,Display,2025-11-29,599,Paid,Not Shipped,2025-12-04,None,Active
ORD-420154,CUST-10126,Noise-Cancelling Bud S,Audio,2025-12-01,129,Refunded,Delivered,2025-12-06,Completed,Active
ORD-739613,CUST-10126,Secure Router Pro,Networking,2025-12-06,199,Paid,Cancelled,2025-12-12,None,Active
ORD-904616,CUST-10126,Quantum Laptop 15,Computing,2025-11-26,1499,Paid,Delivered,2025-12-03,None,Active
ORD-115344,CUST-10127,Quantum Laptop 15,Computing,2024-05-11,1499,Unpaid,Delivered,2024-05-14,None,Expired
ORD-621340,CUST-10127,Ultra Smartwatch v2,Wearables,2024-05-10,349,Unpaid,Not Shipped,2024-05-14,None,Expired
ORD-535210,CUST-10127,Noise-Cancelling Bud S,Audio,2024-04-29,129,Paid,Cancelled,2024-05-03,None,Expired
ORD-106941,CUST-10127,Noise-Cancelling Bud S,Audio,2024-05-11,129,Paid,Delivered,2024-05-17,None,Expired
ORD-460229,CUST-10128,Quantum Laptop 15,Computing,2026-04-12,1499,Paid,Cancelled,2026-04-17,None,Active
ORD-898139,CUST-10128,Secure Router Pro,Networking,2026-04-12,199,Paid,Delivered,2026-04-18,None,Active
ORD-644556,CUST-10128,Ultra Smartwatch v2,Wearables,2026-04-16,349,Processing Refund,In Transit,2026-04-21,Processing,Active
ORD-706378,CUST-10128,Noise-Cancelling Bud S,Audio,2026-04-04,129,Unpaid,Not Shipped,2026-04-09,None,Active
ORD-645092,CUST-10128,Secure Router Pro,Networking,2026-04-10,199,Paid,Not Shipped,2026-04-16,None,Active
ORD-847888,CUST-10129,Quantum Laptop 15,Computing,2025-05-14,1499,Processing Refund,Delivered,2025-05-21,Processing,Expired
ORD-268336,CUST-10129,Quantum Laptop 15,Computing,2025-05-15,1499,Unpaid,Not Shipped,2025-05-20,None,Expired
ORD-195873,CUST-10129,Pro Headphones X,Audio,2025-05-25,299,Paid,In Transit,2025-05-30,None,Expired
ORD-729863,CUST-10129,Secure Router Pro,Networking,2025-05-17,199,Unpaid,Delivered,2025-05-24,None,Expired
ORD-643459,CUST-10130,Pro Headphones X,Audio,2024-07-15,299,Processing Refund,Not Shipped,2024-07-22,Processing,Expired
ORD-286930,CUST-10130,4K HDR Monitor,Display,2024-07-13,599,Processing Refund,Delivered,2024-07-16,Processing,Expired
ORD-742561,CUST-10131,Eco Charging Pad,Accessories,2026-05-19,49,Paid,Delivered,2026-05-24,None,No Warranty
ORD-738498,CUST-10131,Secure Router Pro,Networking,2026-05-16,199,Refunded,In Transit,2026-05-21,Completed,Active
ORD-633995,CUST-10131,Ultra Smartwatch v2,Wearables,2026-05-24,349,Paid,Not Shipped,2026-05-28,None,Active
ORD-577513,CUST-10131,4K HDR Monitor,Display,2026-05-30,599,Paid,Not Shipped,2026-06-03,None,Active
ORD-720557,CUST-10131,Secure Router Pro,Networking,2026-05-31,199,Unpaid,Delivered,2026-06-05,None,Active
ORD-435580,CUST-10132,Eco Charging Pad,Accessories,2024-07-12,49,Paid,Not Shipped,2024-07-19,None,No Warranty
ORD-402513,CUST-10133,Noise-Cancelling Bud S,Audio,2025-11-25,129,Paid,In Transit,2025-12-01,None,Active
ORD-284885,CUST-10133,Ultra Smartwatch v2,Wearables,2025-11-07,349,Refunded,In Transit,2025-11-11,Completed,Active
ORD-725104,CUST-10133,Quantum Laptop 15,Computing,2025-11-15,1499,Paid,Not Shipped,2025-11-18,None,Active
ORD-310927,CUST-10134,Pro Headphones X,Audio,2024-05-16,299,Paid,In Transit,2024-05-21,None,Expired
ORD-848489,CUST-10134,Noise-Cancelling Bud S,Audio,2024-05-08,129,Paid,Delivered,2024-05-12,None,Expired
ORD-696601,CUST-10134,Ultra Smartwatch v2,Wearables,2024-05-09,349,Paid,Not Shipped,2024-05-15,None,Expired
ORD-597303,CUST-10135,Eco Charging Pad,Accessories,2025-05-25,49,Refunded,Not Shipped,2025-06-01,Completed,No Warranty
ORD-293490,CUST-10135,Pro Headphones X,Audio,2025-05-16,299,Paid,Delivered,2025-05-22,None,Expired
ORD-986113,CUST-10135,Quantum Laptop 15,Computing,2025-05-18,1499,Paid,Delivered,2025-05-21,None,Expired
ORD-135867,CUST-10136,Ultra Smartwatch v2,Wearables,2026-03-16,349,Refunded,Delivered,2026-03-19,Completed,Active
ORD-408334,CUST-10136,Pro Headphones X,Audio,2026-03-13,299,Processing Refund,In Transit,2026-03-19,Processing,Active
ORD-788921,CUST-10137,Pro Headphones X,Audio,2025-09-23,299,Paid,Delivered,2025-09-27,None,Active
ORD-113690,CUST-10137,Eco Charging Pad,Accessories,2025-09-05,49,Paid,Not Shipped,2025-09-10,None,No Warranty
ORD-831838,CUST-10137,Noise-Cancelling Bud S,Audio,2025-09-05,129,Paid,Delivered,2025-09-10,None,Active
ORD-868049,CUST-10138,Noise-Cancelling Bud S,Audio,2026-02-07,129,Paid,Delivered,2026-02-12,None,Active
ORD-978547,CUST-10138,Secure Router Pro,Networking,2026-02-02,199,Paid,Delivered,2026-02-07,None,Active
